DATAFLOW,LAST UPDATE,freq,lev_perc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU27_2020,2017,45,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU27_2020,2018,44,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU27_2020,2019,44,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU27_2020,2020,43,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU27_2020,2021,45,b
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU27_2020,2022,42,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU28,2016,43,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU28,2017,44,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU28,2018,45,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,EU28,2019,44,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FI,2016,65,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FI,2017,62,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FI,2018,65,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FI,2019,62,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FI,2020,61,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FI,2021,57,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FI,2022,60,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FR,2016,49,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FR,2017,50,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FR,2018,52,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FR,2019,53,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FR,2020,51,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FR,2021,52,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,FR,2022,52,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HR,2016,21,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HR,2017,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HR,2018,17,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HR,2019,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HR,2020,17,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HR,2021,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HR,2022,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HU,2016,44,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HU,2017,43,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HU,2018,42,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HU,2019,37,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HU,2020,42,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HU,2021,35,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,HU,2022,35,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IE,2016,55,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IE,2017,51,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IE,2018,55,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IE,2019,55,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IE,2020,49,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IE,2021,59,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IE,2022,56,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IT,2016,23,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IT,2017,30,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IT,2018,29,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IT,2019,34,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IT,2020,26,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IT,2021,32,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,IT,2022,34,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LT,2016,47,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LT,2017,49,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LT,2018,48,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LT,2019,47,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LT,2020,49,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LT,2021,52,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LT,2022,50,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LU,2016,61,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LU,2017,57,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LU,2018,56,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LU,2019,51,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LU,2020,61,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LU,2021,59,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LU,2022,63,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LV,2016,40,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LV,2017,46,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LV,2018,45,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LV,2019,43,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LV,2020,43,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LV,2021,54,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,LV,2022,50,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,MT,2016,39,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,MT,2017,42,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,MT,2018,37,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,MT,2019,42,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,MT,2020,40,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,MT,2021,48,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,MT,2022,47,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,NL,2016,56,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,NL,2017,51,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,NL,2018,54,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,NL,2019,51,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,NL,2020,50,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,NL,2021,52,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,NL,2022,53,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PL,2016,40,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PL,2017,45,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PL,2018,37,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PL,2019,35,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PL,2020,29,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PL,2021,27,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PL,2022,21,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PT,2016,31,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PT,2017,40,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PT,2018,48,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PT,2019,40,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PT,2020,39,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PT,2021,46,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,PT,2022,41,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,RO,2016,43,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,RO,2017,43,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,RO,2018,42,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,RO,2019,36,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,RO,2020,33,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,RO,2021,45,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,RO,2022,43,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SE,2016,53,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SE,2017,51,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SE,2018,53,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SE,2019,50,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SE,2020,52,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SE,2021,49,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SE,2022,50,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SI,2016,27,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SI,2017,34,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SI,2018,31,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SI,2019,37,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SI,2020,39,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SI,2021,44,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SI,2022,45,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SK,2016,19,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SK,2017,21,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SK,2018,26,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SK,2019,25,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SK,2020,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SK,2021,27,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,SK,2022,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,UK,2016,52,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,UK,2017,45,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,UK,2018,48,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,UK,2019,49,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,FGOOD,PC,UK,2020,54,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,AT,2016,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,AT,2017,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,AT,2018,10,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,AT,2019,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,AT,2020,5,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,AT,2021,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,AT,2022,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BE,2016,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BE,2017,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BE,2018,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BE,2019,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BE,2020,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BE,2021,10,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BE,2022,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BG,2016,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BG,2017,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BG,2018,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BG,2019,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BG,2020,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BG,2021,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,BG,2022,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CY,2016,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CY,2017,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CY,2018,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CY,2019,17,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CY,2020,16,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CY,2021,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CY,2022,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CZ,2016,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CZ,2017,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CZ,2018,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CZ,2019,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CZ,2020,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CZ,2021,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,CZ,2022,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DE,2016,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DE,2017,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DE,2018,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DE,2019,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DE,2020,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DE,2021,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DE,2022,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DK,2016,5,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DK,2017,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DK,2018,4,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DK,2019,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DK,2020,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DK,2021,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,DK,2022,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EE,2016,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EE,2017,39,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EE,2018,27,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EE,2019,30,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EE,2020,29,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EE,2021,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EE,2022,23,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EL,2016,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EL,2017,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EL,2018,10,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EL,2019,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EL,2020,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EL,2021,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EL,2022,4,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,ES,2016,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,ES,2017,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,ES,2018,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,ES,2019,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,ES,2020,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,ES,2021,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,ES,2022,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU27_2020,2016,12,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU27_2020,2017,11,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU27_2020,2018,12,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU27_2020,2019,11,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU27_2020,2020,12,e
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU27_2020,2021,11,b
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU27_2020,2022,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU28,2016,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU28,2017,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU28,2018,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,EU28,2019,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FI,2016,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FI,2017,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FI,2018,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FI,2019,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FI,2020,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FI,2021,4,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FI,2022,4,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FR,2016,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FR,2017,10,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FR,2018,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FR,2019,10,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FR,2020,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FR,2021,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,FR,2022,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HR,2016,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HR,2017,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HR,2018,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HR,2019,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HR,2020,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HR,2021,4,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HR,2022,5,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HU,2016,18,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HU,2017,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HU,2018,22,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HU,2019,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HU,2020,18,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HU,2021,22,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,HU,2022,21,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IE,2016,5,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IE,2017,7,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IE,2018,6,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IE,2019,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IE,2020,5,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IE,2021,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IE,2022,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IT,2016,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IT,2017,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IT,2018,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IT,2019,17,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IT,2020,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IT,2021,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,IT,2022,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LT,2016,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LT,2017,16,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LT,2018,21,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LT,2019,24,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LT,2020,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LT,2021,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LT,2022,20,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LU,2016,19,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LU,2017,19,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LU,2018,20,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LU,2019,20,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LU,2020,17,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LU,2021,15,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LU,2022,14,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LV,2016,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LV,2017,8,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LV,2018,12,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LV,2019,13,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LV,2020,16,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LV,2021,9,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,LV,2022,11,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,MT,2016,25,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,MT,2017,19,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,MT,2018,28,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,MT,2019,19,
ESTAT:SDG_16_40(1.0),06/12/22 11:00:00,A,UNK,PC,MT,2020,17,
